0,4096,0,4336,0,1680711096,0,378203954,0
0,4096,0,4336,0,1680711096,0,378203954,0
0,4096,0,4336,0,1680711096,0,378203954,0
0,4096,0,4336,0,1680711096,0,378203954,0
0,4096,0,4336,0,1680711096,0,378203954,0
0,4096,0,4336,0,1680711096,0,378203954,0
0,4096,0,4336,0,1680711096,0,378203954,0
0,4096,0,4336,0,1680711096,0,378203954,0
0,4096,0,4336,0,1680711096,0,378203954,0
0,4096,0,4336,0,1680711096,0,378203954,0
0,4096,0,4336,0,1680711096,0,378203954,0


0 , 395049983 , 0 , 511655705 , 32767 , 100 , 0 , 4096 , 0
0 , 395049983 , 0 , -986811143 , 32767 , 100 , 0 , 4096 , 0
0 , 395049983 , 0 , 602457417 , 32767 , 100 , 0 , 4096 , 0
0 , 395049983 , 0 , 1299740137 , 32767 , 100 , 0 , 4096 , 0
0 , 395049983 , 0 , 1163248361 , 32764 , 100 , 0 , 4096 , 0
0 , 395049983 , 0 , 607993113 , 32765 , 100 , 0 , 4096 , 0
0 , 395049983 , 0 , 2085046873 , 32767 , 100 , 0 , 4096 , 0
0 , 395049983 , 0 , -587438535 , 32764 , 100 , 0 , 4096 , 0
0 , 395049983 , 0 , 1634032041 , 32766 , 100 , 0 , 4096 , 0
0 , 395049983 , 0 , 368703705 , 32766 , 100 , 0 , 4096 , 0
0 , 395049983 , 0 , -271604311 , 32764 , 100 , 0 , 4096 , 0
0 , 395049983 , 0 , 2051227593 , 32767 , 100 , 0 , 4096 , 0
0 , 395049983 , 0 , 1147023801 , 32764 , 100 , 0 , 4096 , 0
0 , 395049983 , 0 , -1849894151 , 32765 , 100 , 0 , 4096 , 0
0 , 395049983 , 0 , -1844978951 , 32766 , 100 , 0 , 4096 , 0
0 , 395049983 , 0 , 1441806041 , 32764 , 100 , 0 , 4096 , 0
0 , 395049983 , 0 , 1026688905 , 32766 , 100 , 0 , 4096 , 0
0 , 395049983 , 0 , -478324407 , 32767 , 100 , 0 , 4096 , 0
0 , 395049983 , 0 , 198926633 , 32764 , 100 , 0 , 4096 , 0
0 , 395049983 , 0 , 1846658393 , 32766 , 100 , 0 , 4096 , 0
0 , 395049983 , 0 , 809786937 , 32765 , 100 , 0 , 4096 , 0
0 , 395049983 , 0 , 48944569 , 32767 , 100 , 0 , 4096 , 0
0 , 395049983 , 0 , -1574406407 , 32767 , 100 , 0 , 4096 , 0
0 , 395049983 , 0 , -1258601671 , 32767 , 100 , 0 , 4096 , 0
0 , 395049983 , 0 , -1769292439 , 32767 , 100 , 0 , 4096 , 0
0 , 395049983 , 0 , 811008505 , 32765 , 100 , 0 , 4096 , 0
0 , 395049983 , 0 , 579512105 , 32766 , 100 , 0 , 4096 , 0
0 , 395049983 , 0 , -1135197623 , 32764 , 100 , 0 , 4096 , 0
0 , 395049983 , 0 , -1745112551 , 32767 , 100 , 0 , 4096 , 0
0 , 395049983 , 0 , 1141837257 , 32766 , 100 , 0 , 4096 , 0
0 , 395049983 , 0 , 828544585 , 32766 , 100 , 0 , 4096 , 0
0 , 395049983 , 0 , 1383988905 , 32766 , 100 , 0 , 4096 , 0
0 , 395049983 , 0 , -917998455 , 32766 , 100 , 0 , 4096 , 0
0 , 395049983 , 0 , 131586249 , 32765 , 100 , 0 , 4096 , 0
0 , 395049983 , 0 , -1323287095 , 32764 , 100 , 0 , 4096 , 0
0 , 395049983 , 0 , 533118121 , 32765 , 100 , 0 , 4096 , 0
0 , 395049983 , 0 , 631384681 , 32765 , 100 , 0 , 4096 , 0
0 , 395049983 , 0 , 1203320777 , 32767 , 100 , 0 , 4096 , 0
0 , 395049983 , 0 , 2022592329 , 32765 , 100 , 0 , 4096 , 0
0 , 395049983 , 0 , 1197726393 , 32767 , 100 , 0 , 4096 , 0
0 , 395049983 , 0 , 702821769 , 32766 , 100 , 0 , 4096 , 0
0 , 395049983 , 0 , 1233449801 , 32765 , 100 , 0 , 4096 , 0
0 , 395049983 , 0 , -1202483975 , 32765 , 100 , 0 , 4096 , 0
0 , 395049983 , 0 , -1165973143 , 32764 , 100 , 0 , 4096 , 0
0 , 395049983 , 0 , 1463091929 , 32765 , 100 , 0 , 4096 , 0
0 , 395049983 , 0 , 2050205529 , 32765 , 100 , 0 , 4096 , 0
0 , 395049983 , 0 , -64917735 , 32764 , 100 , 0 , 4096 , 0
0 , 395049983 , 0 , -1665377959 , 32766 , 100 , 0 , 4096 , 0
